countyFIPS	stay at home	>50 gatherings	>500 gatherings	public schools	restaurant dine-in	entertainment/gym	federal guidelines
01001	-4.0	-19.0	-26.0	-23	-20	-11.0	-23
01003	-14.0	-29.0	-36.0	-33	-30	-21.0	-33
01005	-25.0	-40.0	-47.0	-44	-41	-32.0	-44
01007	-34.0	-49.0	-56.0	-53	-50	-41.0	-53
01011	-32.0	-47.0	-54.0	-51	-48	-39.0	-51
01013	-22.0	-37.0	-44.0	-41	-38	-29.0	-41
01015	-13.0	-28.0	-35.0	-32	-29	-20.0	-32
01017	6.0	-9.0	-16.0	-13	-10	-1.0	-13
01021	-19.0	-34.0	-41.0	-38	-35	-26.0	-38
01025	-17.0	-32.0	-39.0	-36	-33	-24.0	-36
01027	-19.0	-34.0	-41.0	-38	-35	-26.0	-38
01029	-18.0	-33.0	-40.0	-37	-34	-25.0	-37
01033	-6.0	-21.0	-28.0	-25	-22	-13.0	-25
01037	-10.0	-25.0	-32.0	-29	-26	-17.0	-29
01039	-22.0	-37.0	-44.0	-41	-38	-29.0	-41
01041	-37.0	-52.0	-59.0	-56	-53	-44.0	-56
01047	-12.0	-27.0	-34.0	-31	-28	-19.0	-31
01049	-13.0	-28.0	-35.0	-32	-29	-20.0	-32
01051	-14.0	-29.0	-36.0	-33	-30	-21.0	-33
01053	-18.0	-33.0	-40.0	-37	-34	-25.0	-37
01055	1.0	-14.0	-21.0	-18	-15	-6.0	-18
01059	-32.0	-47.0	-54.0	-51	-48	-39.0	-51
01063	-24.0	-39.0	-46.0	-43	-40	-31.0	-43
01065	-20.0	-35.0	-42.0	-39	-36	-27.0	-39
01067	-20.0	-35.0	-42.0	-39	-36	-27.0	-39
01069	-13.0	-28.0	-35.0	-32	-29	-20.0	-32
01071	10.0	-5.0	-12.0	-9	-6	3.0	-9
01073	-10.0	-16.0	-23.0	-20	-17	-8.0	-20
01081	4.0	-11.0	-18.0	-15	-12	-3.0	-15
01085	-19.0	-34.0	-41.0	-38	-35	-26.0	-38
01087	-3.0	-18.0	-25.0	-22	-19	-10.0	-22
01089	7.0	-8.0	-15.0	-12	-9	0.0	-12
01091	-4.0	-19.0	-26.0	-23	-20	-11.0	-23
01093	1.0	-14.0	-21.0	-18	-15	-6.0	-18
01095	-3.0	-18.0	-25.0	-22	-19	-10.0	-22
01097	5.0	-10.0	-17.0	-14	-11	-2.0	-14
01099	-15.0	-30.0	-37.0	-34	-31	-22.0	-34
01101	4.0	-11.0	-18.0	-15	-12	-3.0	-15
01107	-18.0	-33.0	-40.0	-37	-34	-25.0	-37
01111	0.0	-15.0	-22.0	-19	-16	-7.0	-19
01115	-32.0	-47.0	-54.0	-51	-48	-39.0	-51
01117	4.0	-11.0	-18.0	-15	-12	-3.0	-15
01119	-19.0	-34.0	-41.0	-38	-35	-26.0	-38
01121	-17.0	-32.0	-39.0	-36	-33	-24.0	-36
01123	5.0	-10.0	-17.0	-14	-11	-2.0	-14
01125	-25.0	-40.0	-47.0	-44	-41	-32.0	-44
01129	3.0	-12.0	-19.0	-16	-13	-4.0	-16
01131	-20.0	-35.0	-42.0	-39	-36	-27.0	-39
02020	-5.0	-5.0	-5.0	-8	-10	-10.0	-11
02090	-7.0	-11.0	-11.0	-16	-18	-18.0	-19
02122	-7.0	-11.0	-11.0	-16	-18	-18.0	-19
02170	-17.0	-21.0	-21.0	-26	-28	-28.0	-29
04001	-7.0	-21.0	-21.0	-22	-19	-19.0	-22
04003	-38.0	-52.0	-52.0	-53	-50	-50.0	-53
04005	7.0	-7.0	-7.0	-8	-5	-5.0	-8
04007	-38.0	-52.0	-52.0	-53	-50	-50.0	-53
04012	-12.0	-26.0	-26.0	-27	-24	-24.0	-27
04013	10.0	-4.0	-4.0	-5	-2	-2.0	-5
04015	-12.0	-26.0	-26.0	-27	-24	-24.0	-27
04017	2.0	-12.0	-12.0	-13	-10	-10.0	-13
04019	7.0	-7.0	-7.0	-8	-5	-5.0	-8
04021	-8.0	-22.0	-22.0	-23	-20	-20.0	-23
04025	-12.0	-26.0	-26.0	-27	-24	-24.0	-27
04027	-19.0	-33.0	-33.0	-34	-31	-31.0	-34
05011		-24.0	-24.0	-33	-31	-31.0	-34
05023		-1.0	-1.0	-10	-8	-8.0	-11
05027		-37.0	-37.0	-46	-44	-44.0	-47
05029		-1.0	-1.0	-10	-8	-8.0	-11
05035		-11.0	-11.0	-20	-18	-18.0	-21
05043		-15.0	-15.0	-24	-22	-22.0	-25
05051		-41.0	-41.0	-50	-48	-48.0	-51
05057		-14.0	-14.0	-23	-21	-21.0	-24
05069		-11.0	-11.0	-20	-18	-18.0	-21
05073		-31.0	-31.0	-40	-38	-38.0	-41
05075		-9.0	-9.0	-18	-16	-16.0	-19
05077		-19.0	-19.0	-28	-26	-26.0	-29
05079		-37.0	-37.0	-46	-44	-44.0	-47
05091		-27.0	-27.0	-36	-34	-34.0	-37
05107		-17.0	-17.0	-26	-24	-24.0	-27
05111		-33.0	-33.0	-42	-40	-40.0	-43
05119		-1.0	-1.0	-10	-8	-8.0	-11
05125		-10.0	-10.0	-19	-17	-17.0	-20
05133		-34.0	-34.0	-43	-41	-41.0	-44
05135		-42.0	-42.0	-51	-49	-49.0	-52
05139		-41.0	-41.0	-50	-48	-48.0	-51
05141		-4.0	-4.0	-13	-11	-11.0	-14
05143		-27.0	-27.0	-36	-34	-34.0	-37
05145		-25.0	-25.0	-34	-32	-32.0	-35
05149		-39.0	-39.0	-48	-46	-46.0	-49
06001	-4.0	-4.0	-4.0	-4	-8	-8.0	-7
06013	-1.0	-1.0	-1.0	-1	-5	-5.0	-4
06019	-15.0	-15.0	-15.0	-15	-19	-19.0	-18
06025	-14.0	-14.0	-14.0	-14	-18	-18.0	-17
06027	-37.0	-37.0	-37.0	-37	-41	-41.0	-40
06029	-8.0	-8.0	-8.0	-8	-12	-12.0	-11
06031	-25.0	-25.0	-25.0	-25	-29	-29.0	-28
06037	8.0	8.0	8.0	8	4	4.0	5
06039	-7.0	-7.0	-7.0	-7	-11	-11.0	-10
06041	-8.0	-8.0	-8.0	-8	-12	-12.0	-11
06051	-12.0	-12.0	-12.0	-12	-16	-16.0	-15
06053	-6.0	-6.0	-6.0	-6	-10	-10.0	-9
06055	-13.0	-13.0	-13.0	-13	-17	-17.0	-16
06057	-15.0	-15.0	-15.0	-15	-19	-19.0	-18
06059	-5.0	-5.0	-5.0	-5	-9	-9.0	-8
06061	15.0	15.0	15.0	15	11	11.0	12
06065	3.0	3.0	3.0	3	-1	-1.0	0
06067	9.0	9.0	9.0	9	5	5.0	6
06069	2.0	2.0	2.0	2	-2	-2.0	-1
06071	-5.0	-5.0	-5.0	-5	-9	-9.0	-8
06073	-5.0	-5.0	-5.0	-5	-9	-9.0	-8
06075	-6.0	-6.0	-6.0	-6	-10	-10.0	-9
06077	1.0	1.0	1.0	1	-3	-3.0	-2
06079	-16.0	-16.0	-16.0	-16	-20	-20.0	-19
06081	4.0	4.0	4.0	4	0	0.0	1
06083	-15.0	-15.0	-15.0	-15	-19	-19.0	-18
06085	42.0	42.0	42.0	42	38	38.0	39
06087	-10.0	-10.0	-10.0	-10	-14	-14.0	-13
06089	-6.0	-6.0	-6.0	-6	-10	-10.0	-9
06095	-14.0	-14.0	-14.0	-14	-18	-18.0	-17
06097	-1.0	-1.0	-1.0	-1	-5	-5.0	-4
06099	-22.0	-22.0	-22.0	-22	-26	-26.0	-25
06101	-13.0	-13.0	-13.0	-13	-17	-17.0	-16
06107	-9.0	-9.0	-9.0	-9	-13	-13.0	-12
06111	-3.0	-3.0	-3.0	-3	-7	-7.0	-6
06113	-3.0	-3.0	-3.0	-3	-7	-7.0	-6
06115	-22.0	-22.0	-22.0	-22	-26	-26.0	-25
08001	-7.0	-7.0	-18.0	-8	-11	-14.0	-15
08003	-14.0	-16.0	-27.0	-17	-20	-23.0	-24
08005	-2.0	-2.0	-13.0	-3	-6	-9.0	-10
08013	-3.0	-3.0	-14.0	-4	-7	-10.0	-11
08019	-26.0	-28.0	-39.0	-29	-32	-35.0	-36
08025	6.0	4.0	-7.0	3	0	-3.0	-4
08029	-13.0	-15.0	-26.0	-16	-19	-22.0	-23
08031	-1.0	-1.0	-12.0	-2	-5	-8.0	-9
08035	-9.0	-9.0	-20.0	-10	-13	-16.0	-17
08037	3.0	3.0	-8.0	2	-1	-4.0	-5
08039	-9.0	-11.0	-22.0	-12	-15	-18.0	-19
08045	-4.0	-6.0	-17.0	-7	-10	-13.0	-14
08051	1.0	-1.0	-12.0	-2	-5	-8.0	-9
08059	-1.0	-1.0	-12.0	-2	-5	-8.0	-9
08063	-19.0	-21.0	-32.0	-22	-25	-28.0	-29
08067	-46.0	-46.0	-57.0	-47	-50	-53.0	-54
08075	-22.0	-24.0	-35.0	-25	-28	-31.0	-32
08083	-7.0	-9.0	-20.0	-10	-13	-16.0	-17
08085	-8.0	-10.0	-21.0	-11	-14	-17.0	-18
08087	-22.0	-24.0	-35.0	-25	-28	-31.0	-32
08089	-29.0	-31.0	-42.0	-32	-35	-38.0	-39
08091	-14.0	-16.0	-27.0	-17	-20	-23.0	-24
08101	-1.0	-3.0	-14.0	-4	-7	-10.0	-11
08107	-20.0	-22.0	-33.0	-23	-26	-29.0	-30
08117	-17.0	-19.0	-30.0	-20	-23	-26.0	-27
08119	1.0	-1.0	-12.0	-2	-5	-8.0	-9
09001	5.0	5.0	5.0	-1	-2	-2.0	-2
09003	1.0	1.0	1.0	-5	-6	-6.0	-6
09005	-7.0	-7.0	-7.0	-13	-14	-14.0	-14
09009	-2.0	-2.0	-2.0	-8	-9	-9.0	-9
09011	-8.0	-8.0	-8.0	-14	-15	-15.0	-15
09013	2.0	2.0	2.0	-4	-5	-5.0	-5
09015	-12.0	-12.0	-12.0	-18	-19	-19.0	-19
10001	-4.0	-4.0	-4.0	-12	-16	-16.0	-12
10003	-3.0	-3.0	-3.0	-11	-15	-15.0	-11
10005	-3.0	-3.0	-3.0	-11	-15	-15.0	-11
12001	-27.0	-35.0	-35.0	-36	-32	-32.0	-36
12003	-4.0	-21.0	-21.0	-22	-18	-18.0	-22
12005	-1.0	-18.0	-18.0	-19	-15	-15.0	-19
12007	-9.0	-26.0	-26.0	-27	-23	-23.0	-27
12009	-4.0	-21.0	-21.0	-22	-18	-18.0	-22
12011	11.0	1.0	1.0	0	4	4.0	0
12015	0.0	-17.0	-17.0	-18	-14	-14.0	-18
12017	9.0	-8.0	-8.0	-9	-5	-5.0	-9
12021	5.0	-12.0	-12.0	-13	-9	-9.0	-13
12023	-25.0	-42.0	-42.0	-43	-39	-39.0	-43
12027	4.0	-13.0	-13.0	-14	-10	-10.0	-14
12031	6.0	-2.0	-2.0	-3	1	1.0	-3
12033	-1.0	-18.0	-18.0	-19	-15	-15.0	-19
12035	1.0	-16.0	-16.0	-17	-13	-13.0	-17
12043	3.0	-14.0	-14.0	-15	-11	-11.0	-15
12051	-17.0	-34.0	-34.0	-35	-31	-31.0	-35
12053	-4.0	-21.0	-21.0	-22	-18	-18.0	-22
12055	8.0	-9.0	-9.0	-10	-6	-6.0	-10
12057	1.0	-9.0	-9.0	-10	-6	-6.0	-10
12061	-7.0	-24.0	-24.0	-25	-21	-21.0	-25
12065	-9.0	-26.0	-26.0	-27	-23	-23.0	-27
12069	1.0	-16.0	-16.0	-17	-13	-13.0	-17
12071	28.0	11.0	11.0	10	14	14.0	10
12073	-23.0	-31.0	-31.0	-32	-28	-28.0	-32
12079	-17.0	-34.0	-34.0	-35	-31	-31.0	-35
12081	17.0	0.0	0.0	-1	3	3.0	-1
12083	-2.0	-19.0	-19.0	-20	-16	-16.0	-20
12085	-5.0	-22.0	-22.0	-23	-19	-19.0	-23
12087	-4.0	-17.0	-17.0	-18	-14	-14.0	-18
12089	-29.0	-46.0	-46.0	-47	-43	-43.0	-47
12091	4.0	-13.0	-13.0	-14	-10	-10.0	-14
12097	-4.0	-13.0	-13.0	-14	-10	-10.0	-14
12103	1.0	-8.0	-8.0	-9	-5	-5.0	-9
12105	3.0	-14.0	-14.0	-15	-11	-11.0	-15
12107	0.0	-17.0	-17.0	-18	-14	-14.0	-18
12109	10.0	-7.0	-7.0	-8	-4	-4.0	-8
12111	7.0	-10.0	-10.0	-11	-7	-7.0	-11
12113	28.0	11.0	11.0	10	14	14.0	10
12115	9.0	-8.0	-8.0	-9	-5	-5.0	-9
12117	-1.0	-18.0	-18.0	-19	-15	-15.0	-19
12119	1.0	-16.0	-16.0	-17	-13	-13.0	-17
12121	-11.0	-28.0	-28.0	-29	-25	-25.0	-29
12127	6.0	-11.0	-11.0	-12	-8	-8.0	-12
12129	-9.0	-26.0	-26.0	-27	-23	-23.0	-27
12131	-31.0	-48.0	-48.0	-49	-45	-45.0	-49
13001	-18.0	-35.0	-35.0	-34	-32	-32.0	-36
13003	-26.0	-43.0	-43.0	-42	-40	-40.0	-44
13005	-13.0	-30.0	-30.0	-29	-27	-27.0	-31
13007	10.0	-7.0	-7.0	-6	-4	-4.0	-8
13009	4.0	-13.0	-13.0	-12	-10	-10.0	-14
13013	10.0	-7.0	-7.0	-6	-4	-4.0	-8
13015	12.0	-5.0	-5.0	-4	-2	-2.0	-6
13021	2.0	-15.0	-15.0	-14	-12	-12.0	-16
13025	-4.0	-21.0	-21.0	-20	-18	-18.0	-22
13027	-5.0	-22.0	-22.0	-21	-19	-19.0	-23
13029	2.0	-15.0	-15.0	-14	-12	-12.0	-16
13031	-8.0	-25.0	-25.0	-24	-22	-22.0	-26
13035	-17.0	-34.0	-34.0	-33	-31	-31.0	-35
13037	2.0	-15.0	-15.0	-14	-12	-12.0	-16
13039	-20.0	-37.0	-37.0	-36	-34	-34.0	-38
13045	4.0	-13.0	-13.0	-12	-10	-10.0	-14
13049	-38.0	-55.0	-55.0	-54	-52	-52.0	-56
13051	-6.0	-13.0	-13.0	-12	-10	-10.0	-14
13055	-3.0	-20.0	-20.0	-19	-17	-17.0	-21
13057	7.0	-10.0	-10.0	-9	-7	-7.0	-11
13059	7.0	-10.0	-10.0	-9	-7	-7.0	-11
13061	-3.0	-20.0	-20.0	-19	-17	-17.0	-21
13063	10.0	-7.0	-7.0	-6	-4	-4.0	-8
13067	22.0	5.0	5.0	6	8	8.0	4
13069	-4.0	-21.0	-21.0	-20	-18	-18.0	-22
13071	3.0	-14.0	-14.0	-13	-11	-11.0	-15
13073	-14.0	-31.0	-31.0	-30	-28	-28.0	-32
13075	-13.0	-30.0	-30.0	-29	-27	-27.0	-31
13077	13.0	-4.0	-4.0	-3	-1	-1.0	-5
13081	-11.0	-28.0	-28.0	-27	-25	-25.0	-29
13083	0.0	-17.0	-17.0	-16	-14	-14.0	-18
13087	-16.0	-33.0	-33.0	-32	-30	-30.0	-34
13089	7.0	-10.0	-10.0	-9	-7	-7.0	-11
13091	-24.0	-41.0	-41.0	-40	-38	-38.0	-42
13093	-1.0	-18.0	-18.0	-17	-15	-15.0	-19
13097	7.0	-10.0	-10.0	-9	-7	-7.0	-11
13099	15.0	-2.0	-2.0	-1	1	1.0	-3
13103	-2.0	-19.0	-19.0	-18	-16	-16.0	-20
13107	-35.0	-52.0	-52.0	-51	-49	-49.0	-53
13113	15.0	-2.0	-2.0	-1	1	1.0	-3
13115	15.0	-2.0	-2.0	-1	1	1.0	-3
13117	10.0	-7.0	-7.0	-6	-4	-4.0	-8
13119	-27.0	-44.0	-44.0	-43	-41	-41.0	-45
13121	5.0	-2.0	-2.0	-1	1	1.0	-3
13127	-20.0	-37.0	-37.0	-36	-34	-34.0	-38
13129	10.0	-7.0	-7.0	-6	-4	-4.0	-8
13131	-11.0	-28.0	-28.0	-27	-25	-25.0	-29
13133	-4.0	-21.0	-21.0	-20	-18	-18.0	-22
13135	13.0	-4.0	-4.0	-3	-1	-1.0	-5
13137	-7.0	-24.0	-24.0	-23	-21	-21.0	-25
13139	-12.0	-29.0	-29.0	-28	-26	-26.0	-30
13141	-25.0	-42.0	-42.0	-41	-39	-39.0	-43
13143	-11.0	-28.0	-28.0	-27	-25	-25.0	-29
13145	-6.0	-23.0	-23.0	-22	-20	-20.0	-24
13151	12.0	-5.0	-5.0	-4	-2	-2.0	-6
13153	9.0	-8.0	-8.0	-7	-5	-5.0	-9
13155	-19.0	-36.0	-36.0	-35	-33	-33.0	-37
13157	-5.0	-22.0	-22.0	-21	-19	-19.0	-23
13161	-17.0	-34.0	-34.0	-33	-31	-31.0	-35
13163	-6.0	-23.0	-23.0	-22	-20	-20.0	-24
13165	-5.0	-22.0	-22.0	-21	-19	-19.0	-23
13167	-6.0	-23.0	-23.0	-22	-20	-20.0	-24
13171	-25.0	-42.0	-42.0	-41	-39	-39.0	-43
13173	-11.0	-28.0	-28.0	-27	-25	-25.0	-29
13175	-7.0	-24.0	-24.0	-23	-21	-21.0	-25
13185	7.0	-10.0	-10.0	-9	-7	-7.0	-11
13187	-24.0	-41.0	-41.0	-40	-38	-38.0	-42
13193	-17.0	-34.0	-34.0	-33	-31	-31.0	-35
13195	4.0	-13.0	-13.0	-12	-10	-10.0	-14
13197	-14.0	-31.0	-31.0	-30	-28	-28.0	-32
13199	-31.0	-48.0	-48.0	-47	-45	-45.0	-49
13205	4.0	-13.0	-13.0	-12	-10	-10.0	-14
13207	-1.0	-18.0	-18.0	-17	-15	-15.0	-19
13213	-28.0	-45.0	-45.0	-44	-42	-42.0	-46
13215	-3.0	-20.0	-20.0	-19	-17	-17.0	-21
13217	0.0	-17.0	-17.0	-16	-14	-14.0	-18
13221	1.0	-16.0	-16.0	-15	-13	-13.0	-17
13223	-3.0	-20.0	-20.0	-19	-17	-17.0	-21
13225	5.0	-12.0	-12.0	-11	-9	-9.0	-13
13227	7.0	-10.0	-10.0	-9	-7	-7.0	-11
13229	-4.0	-21.0	-21.0	-20	-18	-18.0	-22
13231	-12.0	-29.0	-29.0	-28	-26	-26.0	-30
13235	-11.0	-28.0	-28.0	-27	-25	-25.0	-29
13237	-14.0	-31.0	-31.0	-30	-28	-28.0	-32
13239	-12.0	-29.0	-29.0	-28	-26	-26.0	-30
13241	-31.0	-48.0	-48.0	-47	-45	-45.0	-49
13245	1.0	-16.0	-16.0	-15	-13	-13.0	-17
13247	7.0	-10.0	-10.0	-9	-7	-7.0	-11
13249	-3.0	-20.0	-20.0	-19	-17	-17.0	-21
13251	-12.0	-29.0	-29.0	-28	-26	-26.0	-30
13253	-11.0	-28.0	-28.0	-27	-25	-25.0	-29
13255	2.0	-15.0	-15.0	-14	-12	-12.0	-16
13257	-14.0	-31.0	-31.0	-30	-28	-28.0	-32
13263	-4.0	-21.0	-21.0	-20	-18	-18.0	-22
13279	1.0	-16.0	-16.0	-15	-13	-13.0	-17
13281	-25.0	-42.0	-42.0	-41	-39	-39.0	-43
13285	7.0	-10.0	-10.0	-9	-7	-7.0	-11
13287	-11.0	-28.0	-28.0	-27	-25	-25.0	-29
13291	-6.0	-23.0	-23.0	-22	-20	-20.0	-24
13293	-8.0	-25.0	-25.0	-24	-22	-22.0	-26
13297	-2.0	-19.0	-19.0	-18	-16	-16.0	-20
13299	2.0	-15.0	-15.0	-14	-12	-12.0	-16
13303	-14.0	-31.0	-31.0	-30	-28	-28.0	-32
13307	-23.0	-40.0	-40.0	-39	-37	-37.0	-41
13311	-32.0	-49.0	-49.0	-48	-46	-46.0	-50
13313	5.0	-12.0	-12.0	-11	-9	-9.0	-13
13315	-15.0	-32.0	-32.0	-31	-29	-29.0	-33
13319	-7.0	-24.0	-24.0	-23	-21	-21.0	-25
13321	7.0	-10.0	-10.0	-9	-7	-7.0	-11
15003	-6.0	-6.0	-6.0	-8	-11	-6.0	-15
15009	-12.0	-12.0	-12.0	-14	-17	-12.0	-21
16001	-3.0	-3.0	-3.0	-5	-5	-5.0	-12
16013	-1.0	-1.0	-1.0	-3	-3	-3.0	-10
16027	-1.0	-1.0	-1.0	-3	-3	-3.0	-10
16031	-6.0	-6.0	-6.0	-8	-8	-8.0	-15
16039	-26.0	-26.0	-26.0	-28	-28	-28.0	-35
16053	-15.0	-15.0	-15.0	-17	-17	-17.0	-24
16069	-2.0	-2.0	-2.0	-4	-4	-4.0	-11
16075	-17.0	-17.0	-17.0	-19	-19	-19.0	-26
16083	-9.0	-9.0	-9.0	-11	-11	-11.0	-18
17001	-41.0	-44.0	-44.0	-45	-44	-44.0	-46
17005	-26.0	-29.0	-29.0	-30	-29	-29.0	-31
17007	-18.0	-21.0	-21.0	-22	-21	-21.0	-23
17011	-45.0	-48.0	-48.0	-49	-48	-48.0	-50
17015	-11.0	-14.0	-14.0	-15	-14	-14.0	-16
17019	-17.0	-20.0	-20.0	-21	-20	-20.0	-22
17021	-12.0	-15.0	-15.0	-16	-15	-15.0	-17
17027	-34.0	-37.0	-37.0	-38	-37	-37.0	-39
17029	-35.0	-38.0	-38.0	-39	-38	-38.0	-40
17031	4.0	1.0	1.0	0	1	1.0	-1
17037	-16.0	-19.0	-19.0	-20	-19	-19.0	-21
17043	-3.0	-6.0	-6.0	-7	-6	-6.0	-8
17049	-19.0	-22.0	-22.0	-23	-22	-22.0	-24
17051	-24.0	-27.0	-27.0	-28	-27	-27.0	-29
17053	-17.0	-20.0	-20.0	-21	-20	-20.0	-22
17063	-48.0	-51.0	-51.0	-52	-51	-51.0	-53
17075	-44.0	-47.0	-47.0	-48	-47	-47.0	-49
17077	-14.0	-17.0	-17.0	-18	-17	-17.0	-19
17079	-24.0	-27.0	-27.0	-28	-27	-27.0	-29
17081	-32.0	-35.0	-35.0	-36	-35	-35.0	-37
17083	-35.0	-38.0	-38.0	-39	-38	-38.0	-40
17091	-13.0	-16.0	-16.0	-17	-16	-16.0	-18
17093	-8.0	-11.0	-11.0	-12	-11	-11.0	-13
17097	-7.0	-10.0	-10.0	-11	-10	-10.0	-12
17099	-8.0	-11.0	-11.0	-12	-11	-11.0	-13
17105	-30.0	-33.0	-33.0	-34	-33	-33.0	-35
17109	-42.0	-45.0	-45.0	-46	-45	-45.0	-47
17111	-5.0	-8.0	-8.0	-9	-8	-8.0	-10
17113	-3.0	-6.0	-6.0	-7	-6	-6.0	-8
17115	-18.0	-21.0	-21.0	-22	-21	-21.0	-23
17117	-45.0	-48.0	-48.0	-49	-48	-48.0	-50
17119	-17.0	-20.0	-20.0	-21	-20	-20.0	-22
17133	-17.0	-20.0	-20.0	-21	-20	-20.0	-22
17135	-15.0	-18.0	-18.0	-19	-18	-18.0	-20
17137	-10.0	-13.0	-13.0	-14	-13	-13.0	-15
17141	-25.0	-28.0	-28.0	-29	-28	-28.0	-30
17143	-15.0	-18.0	-18.0	-19	-18	-18.0	-20
17157	-27.0	-30.0	-30.0	-31	-30	-30.0	-32
17161	-19.0	-22.0	-22.0	-23	-22	-22.0	-24
17163	-8.0	-11.0	-11.0	-12	-11	-11.0	-13
17167	2.0	-1.0	-1.0	-2	-1	-1.0	-3
17173	-39.0	-42.0	-42.0	-43	-42	-42.0	-44
17179	-17.0	-20.0	-20.0	-21	-20	-20.0	-22
17181	-45.0	-48.0	-48.0	-49	-48	-48.0	-50
17183	-39.0	-42.0	-42.0	-43	-42	-42.0	-44
17195	-12.0	-15.0	-15.0	-16	-15	-15.0	-17
17197	2.0	-1.0	-1.0	-2	-1	-1.0	-3
17199	-48.0	-51.0	-51.0	-52	-51	-51.0	-53
17201	-11.0	-14.0	-14.0	-15	-14	-14.0	-16
17203	-31.0	-34.0	-34.0	-35	-34	-34.0	-36
18001	-19.0	-19.0	-30.0	-24	-26	-26.0	-27
18003	1.0	1.0	-10.0	-4	-6	-6.0	-7
18005	-13.0	-13.0	-24.0	-18	-20	-20.0	-21
18009	-22.0	-22.0	-33.0	-27	-29	-29.0	-30
18011	-12.0	-12.0	-23.0	-17	-19	-19.0	-20
18013	-14.0	-14.0	-25.0	-19	-21	-21.0	-22
18015	-21.0	-21.0	-32.0	-26	-28	-28.0	-29
18017	-16.0	-16.0	-27.0	-21	-23	-23.0	-24
18019	-9.0	-9.0	-20.0	-14	-16	-16.0	-17
18021	-29.0	-29.0	-40.0	-34	-36	-36.0	-37
18023	-16.0	-16.0	-27.0	-21	-23	-23.0	-24
18027	-15.0	-15.0	-26.0	-20	-22	-22.0	-23
18029	-4.0	-4.0	-15.0	-9	-11	-11.0	-12
18031	-7.0	-7.0	-18.0	-12	-14	-14.0	-15
18033	-22.0	-22.0	-33.0	-27	-29	-29.0	-30
18035	3.0	3.0	-8.0	-2	-4	-4.0	-5
18039	-7.0	-7.0	-18.0	-12	-14	-14.0	-15
18041	-4.0	-4.0	-15.0	-9	-11	-11.0	-12
18043	-13.0	-13.0	-24.0	-18	-20	-20.0	-21
18045	-9.0	-9.0	-20.0	-14	-16	-16.0	-17
18047	-2.0	-2.0	-13.0	-7	-9	-9.0	-10
18049	-37.0	-37.0	-48.0	-42	-44	-44.0	-45
18053	-12.0	-12.0	-23.0	-17	-19	-19.0	-20
18055	-17.0	-17.0	-28.0	-22	-24	-24.0	-25
18057	-8.0	-8.0	-19.0	-13	-15	-15.0	-16
18059	-1.0	-1.0	-12.0	-6	-8	-8.0	-9
18061	-10.0	-10.0	-21.0	-15	-17	-17.0	-18
18063	-4.0	-4.0	-15.0	-9	-11	-11.0	-12
18065	-22.0	-22.0	-33.0	-27	-29	-29.0	-30
18067	-1.0	-1.0	-12.0	-6	-8	-8.0	-9
18069	-9.0	-9.0	-20.0	-14	-16	-16.0	-17
18071	-36.0	-36.0	-47.0	-41	-43	-43.0	-44
18073	-4.0	-4.0	-15.0	-9	-11	-11.0	-12
18079	-25.0	-25.0	-36.0	-30	-32	-32.0	-33
18081	8.0	8.0	-3.0	3	1	1.0	0
18085	-16.0	-16.0	-27.0	-21	-23	-23.0	-24
18087	-14.0	-14.0	-25.0	-19	-21	-21.0	-22
18089	-4.0	-4.0	-15.0	-9	-11	-11.0	-12
18091	-9.0	-9.0	-20.0	-14	-16	-16.0	-17
18093	-8.0	-8.0	-19.0	-13	-15	-15.0	-16
18095	-4.0	-4.0	-15.0	-9	-11	-11.0	-12
18097	8.0	8.0	-3.0	3	1	1.0	0
18099	-29.0	-29.0	-40.0	-34	-36	-36.0	-37
18103	-39.0	-39.0	-50.0	-44	-46	-46.0	-47
18105	-19.0	-19.0	-30.0	-24	-26	-26.0	-27
18107	-42.0	-42.0	-53.0	-47	-49	-49.0	-50
18109	-5.0	-5.0	-16.0	-10	-12	-12.0	-13
18111	-13.0	-13.0	-24.0	-18	-20	-20.0	-21
18113	-12.0	-12.0	-23.0	-17	-19	-19.0	-20
18117	-11.0	-11.0	-22.0	-16	-18	-18.0	-19
18119	-17.0	-17.0	-28.0	-22	-24	-24.0	-25
18127	-18.0	-18.0	-29.0	-23	-25	-25.0	-26
18133	-4.0	-4.0	-15.0	-9	-11	-11.0	-12
18135	-10.0	-10.0	-21.0	-15	-17	-17.0	-18
18137	-7.0	-7.0	-18.0	-12	-14	-14.0	-15
18139	-10.0	-10.0	-21.0	-15	-17	-17.0	-18
18141	-4.0	-4.0	-15.0	-9	-11	-11.0	-12
18143	2.0	2.0	-9.0	-3	-5	-5.0	-6
18145	-15.0	-15.0	-26.0	-20	-22	-22.0	-23
18147	-39.0	-39.0	-50.0	-44	-46	-46.0	-47
18149	-21.0	-21.0	-32.0	-26	-28	-28.0	-29
18151	-15.0	-15.0	-26.0	-20	-22	-22.0	-23
18157	-4.0	-4.0	-15.0	-9	-11	-11.0	-12
18159	-23.0	-23.0	-34.0	-28	-30	-30.0	-31
18163	-14.0	-14.0	-25.0	-19	-21	-21.0	-22
18167	-4.0	-4.0	-15.0	-9	-11	-11.0	-12
18169	-29.0	-29.0	-40.0	-34	-36	-36.0	-37
18171	-7.0	-7.0	-18.0	-12	-14	-14.0	-15
18173	-17.0	-17.0	-28.0	-22	-24	-24.0	-25
