countyFIPS	deaths	type	days_since_first_death
22051	346.0	observed	43
22051	368.0	observed	44
22051	369.0	observed	45
22051	371.0	observed	46
22051	377.0	observed	47
22051	381.0	observed	48
22051	387.0	observed	49
22051	391.0	observed	50
22051	392.0	observed	51
22051	396.0	observed	52
22051	397.0	observed	53
22051	402.0	observed	54
22053	1.0	observed	0
22053	1.0	observed	1
22053	1.0	observed	2
22053	2.0	observed	3
22053	2.0	observed	4
22053	3.0	observed	5
22053	3.0	observed	6
22053	3.0	observed	7
22053	4.0	observed	8
22053	4.0	observed	9
22053	5.0	observed	10
22053	5.0	observed	11
22053	5.0	observed	12
22053	5.0	observed	13
22053	5.0	observed	14
22053	5.0	observed	15
22053	5.0	observed	16
22053	5.0	observed	17
22053	5.0	observed	18
22053	5.0	observed	19
22053	5.0	observed	20
22053	6.0	observed	21
22053	6.0	observed	22
22053	6.0	observed	23
22053	6.0	observed	24
22053	6.0	observed	25
22053	6.0	observed	26
22053	6.0	observed	27
22053	6.0	observed	28
22053	6.0	observed	29
22053	6.0	observed	30
22053	6.0	observed	31
22053	6.0	observed	32
22053	6.0	observed	33
22053	6.0	observed	34
22053	6.0	observed	35
22055	1.0	observed	0
22055	1.0	observed	1
22055	1.0	observed	2
22055	1.0	observed	3
22055	2.0	observed	4
22055	2.0	observed	5
22055	2.0	observed	6
22055	4.0	observed	7
22055	5.0	observed	8
22055	6.0	observed	9
22055	7.0	observed	10
22055	10.0	observed	11
22055	11.0	observed	12
22055	12.0	observed	13
22055	12.0	observed	14
22055	13.0	observed	15
22055	13.0	observed	16
22055	15.0	observed	17
22055	16.0	observed	18
22055	16.0	observed	19
22055	17.0	observed	20
22055	17.0	observed	21
22055	17.0	observed	22
22055	17.0	observed	23
22055	17.0	observed	24
22055	17.0	observed	25
22055	17.0	observed	26
22055	17.0	observed	27
22055	17.0	observed	28
22055	17.0	observed	29
22055	18.0	observed	30
22055	20.0	observed	31
22055	20.0	observed	32
22055	20.0	observed	33
22055	20.0	observed	34
22055	20.0	observed	35
22055	20.0	observed	36
22055	20.0	observed	37
22055	20.0	observed	38
22055	21.0	observed	39
22055	21.0	observed	40
22055	21.0	observed	41
22055	22.0	observed	42
22055	22.0	observed	43
22055	22.0	observed	44
22057	1.0	observed	0
22057	1.0	observed	1
22057	2.0	observed	2
22057	2.0	observed	3
22057	2.0	observed	4
22057	2.0	observed	5
22057	2.0	observed	6
22057	3.0	observed	7
22057	3.0	observed	8
22057	3.0	observed	9
22057	3.0	observed	10
22057	4.0	observed	11
22057	7.0	observed	12
22057	7.0	observed	13
22057	11.0	observed	14
22057	11.0	observed	15
22057	13.0	observed	16
22057	13.0	observed	17
22057	13.0	observed	18
22057	13.0	observed	19
22057	13.0	observed	20
22057	15.0	observed	21
22057	16.0	observed	22
22057	21.0	observed	23
22057	22.0	observed	24
22057	25.0	observed	25
22057	27.0	observed	26
22057	30.0	observed	27
22057	32.0	observed	28
22057	32.0	observed	29
22057	35.0	observed	30
22057	39.0	observed	31
22057	39.0	observed	32
22057	39.0	observed	33
22057	39.0	observed	34
22057	44.0	observed	35
22057	45.0	observed	36
22057	50.0	observed	37
22057	52.0	observed	38
22057	52.0	observed	39
22057	52.0	observed	40
22057	53.0	observed	41
22057	53.0	observed	42
22057	55.0	observed	43
22057	57.0	observed	44
22057	59.0	observed	45
22057	59.0	observed	46
22057	59.0	observed	47
22061	2.0	observed	0
22061	2.0	observed	1
22061	2.0	observed	2
22061	2.0	observed	3
22061	2.0	observed	4
22061	2.0	observed	5
22061	3.0	observed	6
22061	4.0	observed	7
22061	4.0	observed	8
22061	4.0	observed	9
22061	4.0	observed	10
22061	5.0	observed	11
22061	7.0	observed	12
22061	8.0	observed	13
22061	8.0	observed	14
22061	9.0	observed	15
22061	9.0	observed	16
22061	9.0	observed	17
22061	10.0	observed	18
22061	11.0	observed	19
22061	11.0	observed	20
22061	11.0	observed	21
22061	11.0	observed	22
22061	11.0	observed	23
22061	11.0	observed	24
22063	1.0	observed	0
22063	1.0	observed	1
22063	1.0	observed	2
22063	1.0	observed	3
22063	1.0	observed	4
22063	1.0	observed	5
22063	1.0	observed	6
22063	1.0	observed	7
22063	1.0	observed	8
22063	1.0	observed	9
22063	1.0	observed	10
22063	4.0	observed	11
22063	5.0	observed	12
22063	5.0	observed	13
22063	7.0	observed	14
22063	8.0	observed	15
22063	8.0	observed	16
22063	8.0	observed	17
22063	9.0	observed	18
22063	10.0	observed	19
22063	11.0	observed	20
22063	11.0	observed	21
22063	11.0	observed	22
22063	11.0	observed	23
22063	11.0	observed	24
22063	13.0	observed	25
22063	14.0	observed	26
22063	15.0	observed	27
22063	15.0	observed	28
22063	16.0	observed	29
22063	16.0	observed	30
22063	16.0	observed	31
22063	18.0	observed	32
22063	18.0	observed	33
22063	19.0	observed	34
22063	21.0	observed	35
22063	22.0	observed	36
22063	24.0	observed	37
22063	24.0	observed	38
22067	2.0	observed	0
22067	2.0	observed	1
22067	2.0	observed	2
22067	2.0	observed	3
22067	2.0	observed	4
22067	2.0	observed	5
22067	2.0	observed	6
22067	2.0	observed	7
22067	2.0	observed	8
22067	3.0	observed	9
22067	3.0	observed	10
22067	4.0	observed	11
22067	4.0	observed	12
22067	4.0	observed	13
22067	4.0	observed	14
22067	4.0	observed	15
22067	4.0	observed	16
22067	4.0	observed	17
22067	4.0	observed	18
22067	4.0	observed	19
22067	4.0	observed	20
22067	4.0	observed	21
22067	4.0	observed	22
22067	4.0	observed	23
22067	4.0	observed	24
22067	4.0	observed	25
22067	4.0	observed	26
22067	5.0	observed	27
22067	5.0	observed	28
22067	5.0	observed	29
22067	5.0	observed	30
22067	5.0	observed	31
22069	1.0	observed	0
22069	1.0	observed	1
22069	1.0	observed	2
22069	1.0	observed	3
22069	1.0	observed	4
22069	1.0	observed	5
22069	1.0	observed	6
22069	2.0	observed	7
22069	2.0	observed	8
22069	2.0	observed	9
22069	2.0	observed	10
22069	3.0	observed	11
22069	4.0	observed	12
22069	4.0	observed	13
22069	4.0	observed	14
22069	4.0	observed	15
22069	4.0	observed	16
22069	5.0	observed	17
22069	6.0	observed	18
22069	8.0	observed	19
22069	8.0	observed	20
22069	8.0	observed	21
22069	9.0	observed	22
22069	9.0	observed	23
22069	9.0	observed	24
22071	1.0	observed	0
22071	2.0	observed	1
22071	3.0	observed	2
22071	4.0	observed	3
22071	6.0	observed	4
22071	8.0	observed	5
22071	10.0	observed	6
22071	15.0	observed	7
22071	15.0	observed	8
22071	20.0	observed	9
22071	26.0	observed	10
22071	37.0	observed	11
22071	46.0	observed	12
22071	57.0	observed	13
22071	70.0	observed	14
22071	73.0	observed	15
22071	86.0	observed	16
22071	101.0	observed	17
22071	115.0	observed	18
22071	125.0	observed	19
22071	148.0	observed	20
22071	153.0	observed	21
22071	161.0	observed	22
22071	171.0	observed	23
22071	185.0	observed	24
22071	208.0	observed	25
22071	224.0	observed	26
22071	225.0	observed	27
22071	232.0	observed	28
22071	235.0	observed	29
22071	235.0	observed	30
22071	276.0	observed	31
22071	287.0	observed	32
22071	302.0	observed	33
22071	317.0	observed	34
22071	324.0	observed	35
22071	329.0	observed	36
22071	339.0	observed	37
22071	344.0	observed	38
22071	367.0	observed	39
22071	387.0	observed	40
22071	392.0	observed	41
22071	399.0	observed	42
22071	406.0	observed	43
22071	406.0	observed	44
22071	410.0	observed	45
22071	416.0	observed	46
22071	434.0	observed	47
22071	437.0	observed	48
22071	439.0	observed	49
22071	441.0	observed	50
22071	447.0	observed	51
22071	453.0	observed	52
22071	463.0	observed	53
22071	463.0	observed	54
22071	463.0	observed	55
22071	468.0	observed	56
22071	468.0	observed	57
22071	470.0	observed	58
22073	1.0	observed	0
22073	1.0	observed	1
22073	1.0	observed	2
22073	1.0	observed	3
22073	1.0	observed	4
22073	1.0	observed	5
22073	1.0	observed	6
22073	1.0	observed	7
22073	1.0	observed	8
22073	1.0	observed	9
22073	1.0	observed	10
22073	1.0	observed	11
22073	1.0	observed	12
22073	1.0	observed	13
22073	1.0	observed	14
22073	1.0	observed	15
22073	3.0	observed	16
22073	4.0	observed	17
22073	5.0	observed	18
22073	5.0	observed	19
22073	5.0	observed	20
22073	5.0	observed	21
22073	7.0	observed	22
22073	8.0	observed	23
22073	9.0	observed	24
22073	11.0	observed	25
22073	12.0	observed	26
22073	13.0	observed	27
22073	13.0	observed	28
22073	13.0	observed	29
22073	14.0	observed	30
22073	16.0	observed	31
22073	16.0	observed	32
22073	16.0	observed	33
22073	16.0	observed	34
22073	16.0	observed	35
22073	16.0	observed	36
22073	16.0	observed	37
22073	16.0	observed	38
22073	21.0	observed	39
22073	22.0	observed	40
22073	22.0	observed	41
22073	22.0	observed	42
22073	22.0	observed	43
22073	24.0	observed	44
22073	25.0	observed	45
22073	25.0	observed	46
22073	25.0	observed	47
22073	25.0	observed	48
22073	25.0	observed	49
22079	1.0	observed	0
22079	1.0	observed	1
22079	1.0	observed	2
22079	1.0	observed	3
22079	1.0	observed	4
22079	1.0	observed	5
22079	1.0	observed	6
22079	1.0	observed	7
22079	3.0	observed	8
22079	3.0	observed	9
22079	3.0	observed	10
22079	4.0	observed	11
22079	4.0	observed	12
22079	4.0	observed	13
22079	4.0	observed	14
22079	4.0	observed	15
22079	4.0	observed	16
22079	4.0	observed	17
22079	4.0	observed	18
22079	5.0	observed	19
22079	5.0	observed	20
22079	5.0	observed	21
22079	5.0	observed	22
22079	7.0	observed	23
22079	7.0	observed	24
22079	7.0	observed	25
22079	7.0	observed	26
22079	7.0	observed	27
22079	7.0	observed	28
22079	7.0	observed	29
22079	7.0	observed	30
22079	8.0	observed	31
22079	8.0	observed	32
22079	8.0	observed	33
22079	8.0	observed	34
22079	9.0	observed	35
22079	10.0	observed	36
22079	10.0	observed	37
22079	10.0	observed	38
22079	10.0	observed	39
22079	10.0	observed	40
22079	10.0	observed	41
22079	10.0	observed	42
22079	11.0	observed	43
22079	11.0	observed	44
22079	11.0	observed	45
22079	11.0	observed	46
22079	12.0	observed	47
22079	13.0	observed	48
22079	13.0	observed	49
22081	1.0	observed	0
22081	1.0	observed	1
22081	1.0	observed	2
22081	1.0	observed	3
22081	1.0	observed	4
22081	2.0	observed	5
22081	2.0	observed	6
22081	2.0	observed	7
22081	2.0	observed	8
22081	3.0	observed	9
22081	3.0	observed	10
22081	3.0	observed	11
22081	3.0	observed	12
22081	4.0	observed	13
22081	4.0	observed	14
22081	4.0	observed	15
22081	4.0	observed	16
22081	4.0	observed	17
22081	4.0	observed	18
22081	4.0	observed	19
22081	5.0	observed	20
22081	5.0	observed	21
22081	5.0	observed	22
22081	5.0	observed	23
22081	5.0	observed	24
22081	5.0	observed	25
22081	5.0	observed	26
22081	5.0	observed	27
22081	6.0	observed	28
22081	6.0	observed	29
22081	6.0	observed	30
22081	6.0	observed	31
22081	6.0	observed	32
22081	6.0	observed	33
22081	6.0	observed	34
22083	1.0	observed	0
22083	1.0	observed	1
22083	1.0	observed	2
22083	1.0	observed	3
22083	1.0	observed	4
22083	1.0	observed	5
22083	1.0	observed	6
22085	1.0	observed	0
22085	1.0	observed	1
22085	1.0	observed	2
22085	1.0	observed	3
22085	1.0	observed	4
22085	1.0	observed	5
22085	1.0	observed	6
22085	1.0	observed	7
22085	1.0	observed	8
22085	1.0	observed	9
22085	1.0	observed	10
22085	1.0	observed	11
22085	1.0	observed	12
22085	1.0	observed	13
22089	1.0	observed	0
22089	2.0	observed	1
22089	2.0	observed	2
22089	2.0	observed	3
22089	2.0	observed	4
22089	3.0	observed	5
22089	6.0	observed	6
22089	7.0	observed	7
22089	8.0	observed	8
22089	11.0	observed	9
22089	12.0	observed	10
22089	13.0	observed	11
22089	15.0	observed	12
22089	19.0	observed	13
22089	19.0	observed	14
22089	22.0	observed	15
22089	23.0	observed	16
22089	24.0	observed	17
22089	24.0	observed	18
22089	24.0	observed	19
22089	24.0	observed	20
22089	26.0	observed	21
22089	26.0	observed	22
22089	26.0	observed	23
22089	27.0	observed	24
22089	28.0	observed	25
22089	28.0	observed	26
22089	29.0	observed	27
22089	31.0	observed	28
22089	33.0	observed	29
22089	34.0	observed	30
22089	35.0	observed	31
22089	36.0	observed	32
22089	36.0	observed	33
22089	37.0	observed	34
22089	37.0	observed	35
22089	38.0	observed	36
22089	38.0	observed	37
22089	39.0	observed	38
22089	40.0	observed	39
22089	41.0	observed	40
22089	41.0	observed	41
22089	43.0	observed	42
22089	43.0	observed	43
22089	43.0	observed	44
22089	43.0	observed	45
22089	43.0	observed	46
22089	43.0	observed	47
22091	1.0	observed	0
22091	1.0	observed	1
22091	1.0	observed	2
22091	1.0	observed	3
22091	1.0	observed	4
22091	1.0	observed	5
22091	1.0	observed	6
22091	1.0	observed	7
22091	1.0	observed	8
22091	1.0	observed	9
22091	1.0	observed	10
22091	1.0	observed	11
22091	1.0	observed	12
22091	1.0	observed	13
22091	1.0	observed	14
22091	1.0	observed	15
22091	1.0	observed	16
22091	1.0	observed	17
22091	1.0	observed	18
22091	1.0	observed	19
22091	1.0	observed	20
22091	1.0	observed	21
22091	1.0	observed	22
22091	1.0	observed	23
22091	1.0	observed	24
22091	1.0	observed	25
22095	2.0	observed	0
22095	2.0	observed	1
22095	3.0	observed	2
22095	3.0	observed	3
22095	5.0	observed	4
22095	8.0	observed	5
22095	12.0	observed	6
22095	13.0	observed	7
22095	14.0	observed	8
22095	17.0	observed	9
22095	23.0	observed	10
22095	24.0	observed	11
22095	24.0	observed	12
22095	34.0	observed	13
22095	35.0	observed	14
22095	35.0	observed	15
22095	37.0	observed	16
22095	38.0	observed	17
22095	38.0	observed	18
22095	38.0	observed	19
22095	47.0	observed	20
22095	47.0	observed	21
22095	47.0	observed	22
22095	50.0	observed	23
22095	53.0	observed	24
22095	53.0	observed	25
22095	53.0	observed	26
22095	57.0	observed	27
22095	57.0	observed	28
22095	59.0	observed	29
22095	63.0	observed	30
22095	64.0	observed	31
22095	64.0	observed	32
22095	64.0	observed	33
22095	66.0	observed	34
22095	68.0	observed	35
22095	69.0	observed	36
22095	71.0	observed	37
22095	71.0	observed	38
22095	71.0	observed	39
22095	71.0	observed	40
22095	74.0	observed	41
22095	74.0	observed	42
22095	76.0	observed	43
22095	76.0	observed	44
22095	76.0	observed	45
22095	76.0	observed	46
22095	77.0	observed	47
22097	1.0	observed	0
22097	1.0	observed	1
22097	1.0	observed	2
22097	1.0	observed	3
22097	2.0	observed	4
22097	2.0	observed	5
22097	4.0	observed	6
22097	4.0	observed	7
22097	4.0	observed	8
22097	4.0	observed	9
22097	4.0	observed	10
22097	6.0	observed	11
22097	11.0	observed	12
22097	13.0	observed	13
22097	13.0	observed	14
22097	16.0	observed	15
22097	16.0	observed	16
22097	17.0	observed	17
22097	18.0	observed	18
22097	20.0	observed	19
22097	20.0	observed	20
22097	20.0	observed	21
22097	26.0	observed	22
22097	29.0	observed	23
22097	31.0	observed	24
22097	34.0	observed	25
22097	34.0	observed	26
22097	34.0	observed	27
22097	35.0	observed	28
22097	37.0	observed	29
22097	39.0	observed	30
22097	42.0	observed	31
22097	44.0	observed	32
22097	44.0	observed	33
22097	45.0	observed	34
22097	45.0	observed	35
22097	47.0	observed	36
22097	48.0	observed	37
22097	49.0	observed	38
22097	49.0	observed	39
22097	49.0	observed	40
22097	50.0	observed	41
22097	50.0	observed	42
22099	3.0	observed	0
22099	3.0	observed	1
22099	3.0	observed	2
22099	3.0	observed	3
22099	3.0	observed	4
22099	3.0	observed	5
22099	3.0	observed	6
22099	3.0	observed	7
22099	4.0	observed	8
22099	4.0	observed	9
22099	4.0	observed	10
22099	4.0	observed	11
22099	4.0	observed	12
22099	6.0	observed	13
22099	6.0	observed	14
22099	7.0	observed	15
22099	8.0	observed	16
22099	8.0	observed	17
22099	9.0	observed	18
22099	10.0	observed	19
22099	10.0	observed	20
22099	10.0	observed	21
22099	12.0	observed	22
22099	12.0	observed	23
22099	12.0	observed	24
22099	13.0	observed	25
22099	13.0	observed	26
22099	13.0	observed	27
22099	14.0	observed	28
22099	14.0	observed	29
22099	15.0	observed	30
22099	15.0	observed	31
22099	15.0	observed	32
22099	16.0	observed	33
22099	17.0	observed	34
22099	17.0	observed	35
22099	18.0	observed	36
22099	18.0	observed	37
22099	18.0	observed	38
22099	19.0	observed	39
22099	19.0	observed	40
22099	20.0	observed	41
22099	20.0	observed	42
22099	21.0	observed	43
22099	21.0	observed	44
22099	21.0	observed	45
22101	1.0	observed	0
22101	1.0	observed	1
22101	2.0	observed	2
22101	2.0	observed	3
22101	2.0	observed	4
22101	2.0	observed	5
22101	4.0	observed	6
22101	8.0	observed	7
22101	9.0	observed	8
22101	11.0	observed	9
22101	11.0	observed	10
22101	12.0	observed	11
22101	16.0	observed	12
22101	17.0	observed	13
22101	18.0	observed	14
22101	18.0	observed	15
22101	20.0	observed	16
22101	20.0	observed	17
22101	20.0	observed	18
22101	20.0	observed	19
22101	20.0	observed	20
22101	20.0	observed	21
22101	23.0	observed	22
22101	23.0	observed	23
22101	23.0	observed	24
22101	23.0	observed	25
22101	23.0	observed	26
22101	24.0	observed	27
22101	24.0	observed	28
22101	25.0	observed	29
22101	26.0	observed	30
22101	26.0	observed	31
22101	26.0	observed	32
22103	1.0	observed	0
22103	1.0	observed	1
22103	1.0	observed	2
22103	2.0	observed	3
22103	2.0	observed	4
22103	3.0	observed	5
22103	4.0	observed	6
22103	4.0	observed	7
22103	6.0	observed	8
22103	9.0	observed	9
22103	10.0	observed	10
22103	14.0	observed	11
22103	14.0	observed	12
22103	17.0	observed	13
22103	17.0	observed	14
22103	18.0	observed	15
22103	19.0	observed	16
22103	27.0	observed	17
22103	32.0	observed	18
22103	39.0	observed	19
22103	39.0	observed	20
22103	55.0	observed	21
22103	60.0	observed	22
22103	60.0	observed	23
22103	66.0	observed	24
22103	67.0	observed	25
22103	71.0	observed	26
22103	73.0	observed	27
22103	74.0	observed	28
22103	81.0	observed	29
22103	89.0	observed	30
22103	91.0	observed	31
22103	93.0	observed	32
22103	94.0	observed	33
22103	100.0	observed	34
22103	104.0	observed	35
22103	108.0	observed	36
22103	110.0	observed	37
22103	112.0	observed	38
22103	114.0	observed	39
22103	114.0	observed	40
22103	116.0	observed	41
22103	118.0	observed	42
22103	120.0	observed	43
22103	124.0	observed	44
22103	125.0	observed	45
22103	130.0	observed	46
22103	133.0	observed	47
22103	136.0	observed	48
22111	3.0	observed	0
22111	3.0	observed	1
22111	3.0	observed	2
22111	3.0	observed	3
22111	3.0	observed	4
22111	3.0	observed	5
22111	4.0	observed	6
22111	4.0	observed	7
22111	4.0	observed	8
22111	5.0	observed	9
22111	5.0	observed	10
22111	5.0	observed	11
22111	5.0	observed	12
22111	5.0	observed	13
22111	5.0	observed	14
22111	6.0	observed	15
22111	6.0	observed	16
22111	6.0	observed	17
22111	6.0	observed	18
22111	6.0	observed	19
22111	6.0	observed	20
22111	6.0	observed	21
22111	6.0	observed	22
22111	6.0	observed	23
22111	7.0	observed	24
22111	7.0	observed	25
22111	7.0	observed	26
22111	7.0	observed	27
22111	7.0	observed	28
22111	8.0	observed	29
22111	8.0	observed	30
22111	8.0	observed	31
22111	9.0	observed	32
22111	10.0	observed	33
22113	1.0	observed	0
22113	1.0	observed	1
22113	1.0	observed	2
22113	1.0	observed	3
22113	1.0	observed	4
22113	1.0	observed	5
22113	1.0	observed	6
22113	1.0	observed	7
22113	1.0	observed	8
22113	1.0	observed	9
22113	1.0	observed	10
22113	1.0	observed	11
22113	1.0	observed	12
22113	1.0	observed	13
22113	1.0	observed	14
22113	1.0	observed	15
22113	1.0	observed	16
22113	1.0	observed	17
22113	1.0	observed	18
22113	1.0	observed	19
22113	1.0	observed	20
22113	1.0	observed	21
22113	1.0	observed	22
22113	1.0	observed	23
22113	1.0	observed	24
22113	1.0	observed	25
22113	1.0	observed	26
22113	1.0	observed	27
22113	1.0	observed	28
22113	1.0	observed	29
22113	1.0	observed	30
22113	1.0	observed	31
22113	1.0	observed	32
22113	1.0	observed	33
22113	1.0	observed	34
22113	1.0	observed	35
22113	1.0	observed	36
22113	1.0	observed	37
22113	1.0	observed	38
22113	2.0	observed	39
22113	2.0	observed	40
22113	2.0	observed	41
22113	2.0	observed	42
22113	2.0	observed	43
22113	2.0	observed	44
22115	1.0	observed	0
22115	1.0	observed	1
22115	1.0	observed	2
22115	1.0	observed	3
22115	1.0	observed	4
22115	1.0	observed	5
22115	1.0	observed	6
22115	1.0	observed	7
22115	1.0	observed	8
22115	1.0	observed	9
22115	1.0	observed	10
22115	2.0	observed	11
22115	2.0	observed	12
22115	2.0	observed	13
22115	2.0	observed	14
22115	2.0	observed	15
22115	2.0	observed	16
22115	2.0	observed	17
22115	2.0	observed	18
22115	2.0	observed	19
22115	2.0	observed	20
22115	2.0	observed	21
22115	2.0	observed	22
22115	2.0	observed	23
22115	2.0	observed	24
22115	2.0	observed	25
22115	2.0	observed	26
22115	2.0	observed	27
22119	1.0	observed	0
22119	1.0	observed	1
22119	1.0	observed	2
22119	1.0	observed	3
22119	1.0	observed	4
22119	1.0	observed	5
22119	1.0	observed	6
22119	1.0	observed	7
22119	1.0	observed	8
22119	1.0	observed	9
22119	2.0	observed	10
22119	2.0	observed	11
22119	2.0	observed	12
22119	2.0	observed	13
22119	2.0	observed	14
22119	2.0	observed	15
22119	2.0	observed	16
22119	2.0	observed	17
22119	2.0	observed	18
22119	2.0	observed	19
22119	2.0	observed	20
22119	2.0	observed	21
22119	2.0	observed	22
22119	4.0	observed	23
22119	4.0	observed	24
22119	4.0	observed	25
22119	4.0	observed	26
22119	4.0	observed	27
22119	4.0	observed	28
22119	4.0	observed	29
22119	4.0	observed	30
22119	4.0	observed	31
22119	4.0	observed	32
22119	4.0	observed	33
22119	4.0	observed	34
22119	4.0	observed	35
22119	4.0	observed	36
22119	4.0	observed	37
22119	4.0	observed	38
22119	4.0	observed	39
22119	4.0	observed	40
22119	4.0	observed	41
22119	4.0	observed	42
22119	4.0	observed	43
22119	4.0	observed	44
22119	4.0	observed	45
22119	4.0	observed	46
22119	4.0	observed	47
22119	4.0	observed	48
22119	4.0	observed	49
22121	1.0	observed	0
22121	1.0	observed	1
22121	1.0	observed	2
22121	1.0	observed	3
22121	1.0	observed	4
22121	1.0	observed	5
22121	1.0	observed	6
22121	1.0	observed	7
22121	1.0	observed	8
22121	1.0	observed	9
22121	1.0	observed	10
22121	3.0	observed	11
22121	4.0	observed	12
22121	7.0	observed	13
22121	7.0	observed	14
22121	7.0	observed	15
22121	9.0	observed	16
22121	9.0	observed	17
22121	9.0	observed	18
22121	9.0	observed	19
22121	9.0	observed	20
22121	9.0	observed	21
22121	9.0	observed	22
22121	9.0	observed	23
22121	9.0	observed	24
22121	9.0	observed	25
22121	10.0	observed	26
22121	10.0	observed	27
22121	10.0	observed	28
22121	12.0	observed	29
22121	12.0	observed	30
22121	12.0	observed	31
22121	13.0	observed	32
22121	15.0	observed	33
22121	15.0	observed	34
22121	16.0	observed	35
22121	16.0	observed	36
22121	16.0	observed	37
22121	18.0	observed	38
22121	19.0	observed	39
22121	19.0	observed	40
22121	22.0	observed	41
22121	22.0	observed	42
22121	23.0	observed	43
22121	24.0	observed	44
22121	24.0	observed	45
22121	24.0	observed	46
22121	25.0	observed	47
22121	26.0	observed	48
22121	29.0	observed	49
22125	1.0	observed	0
22125	1.0	observed	1
22125	1.0	observed	2
22125	2.0	observed	3
22125	2.0	observed	4
22125	2.0	observed	5
22125	2.0	observed	6
22125	2.0	observed	7
22125	2.0	observed	8
22125	2.0	observed	9
22125	2.0	observed	10
22125	2.0	observed	11
22125	2.0	observed	12
22125	3.0	observed	13
22125	3.0	observed	14
22125	4.0	observed	15
22125	4.0	observed	16
22125	5.0	observed	17
22125	6.0	observed	18
22125	6.0	observed	19
22125	6.0	observed	20
22125	6.0	observed	21
22127	1.0	observed	0
22127	1.0	observed	1
22127	1.0	observed	2
22127	2.0	observed	3
22127	2.0	observed	4
22127	2.0	observed	5
22127	2.0	observed	6
22127	2.0	observed	7
22127	2.0	observed	8
22127	2.0	observed	9
22127	2.0	observed	10
22127	2.0	observed	11
22127	2.0	observed	12
22127	2.0	observed	13
22127	2.0	observed	14
22127	2.0	observed	15
22127	2.0	observed	16
22127	2.0	observed	17
22127	2.0	observed	18
22127	2.0	observed	19
22127	2.0	observed	20
22127	2.0	observed	21
22127	2.0	observed	22
22127	2.0	observed	23
22127	2.0	observed	24
22127	2.0	observed	25
22127	2.0	observed	26
22127	2.0	observed	27
22127	2.0	observed	28
22127	2.0	observed	29
22127	2.0	observed	30
22127	2.0	observed	31
22127	2.0	observed	32
22127	2.0	observed	33
22127	2.0	observed	34
22127	2.0	observed	35
22127	2.0	observed	36
23001	1.0	observed	0
23001	1.0	observed	1
23001	1.0	observed	2
23001	1.0	observed	3
23001	1.0	observed	4
23001	1.0	observed	5
23001	1.0	observed	6
23001	1.0	observed	7
23001	2.0	observed	8
23001	2.0	observed	9
23001	2.0	observed	10
23001	2.0	observed	11
23001	2.0	observed	12
23001	2.0	observed	13
23001	2.0	observed	14
23001	2.0	observed	15
23001	2.0	observed	16
23001	2.0	observed	17
23001	2.0	observed	18
23001	2.0	observed	19
23001	2.0	observed	20
23001	2.0	observed	21
23001	2.0	observed	22
23001	2.0	observed	23
23001	2.0	observed	24
23005	1.0	observed	0
23005	1.0	observed	1
23005	3.0	observed	2
23005	3.0	observed	3
23005	3.0	observed	4
23005	5.0	observed	5
23005	5.0	observed	6
23005	7.0	observed	7
23005	7.0	observed	8
23005	7.0	observed	9
23005	7.0	observed	10
23005	9.0	observed	11
23005	10.0	observed	12
23005	11.0	observed	13
23005	11.0	observed	14
23005	12.0	observed	15
23005	12.0	observed	16
23005	12.0	observed	17
23005	12.0	observed	18
23005	14.0	observed	19
23005	14.0	observed	20
23005	14.0	observed	21
23005	14.0	observed	22
23005	16.0	observed	23
23005	16.0	observed	24
23005	17.0	observed	25
23005	18.0	observed	26
23005	23.0	observed	27
23005	24.0	observed	28
23005	24.0	observed	29
23005	24.0	observed	30
23005	24.0	observed	31
23005	24.0	observed	32
23005	25.0	observed	33
23005	26.0	observed	34
23005	27.0	observed	35
23005	27.0	observed	36
23005	28.0	observed	37
23005	28.0	observed	38
23005	30.0	observed	39
23005	30.0	observed	40
23005	30.0	observed	41
23005	30.0	observed	42
23005	30.0	observed	43
23005	30.0	observed	44
23005	31.0	observed	45
23007	1.0	observed	0
23007	1.0	observed	1
23007	1.0	observed	2
23007	1.0	observed	3
23007	1.0	observed	4
23007	1.0	observed	5
23007	1.0	observed	6
23007	1.0	observed	7
23007	1.0	observed	8
23007	1.0	observed	9
23007	1.0	observed	10
23007	1.0	observed	11
23007	1.0	observed	12
23007	1.0	observed	13
23007	1.0	observed	14
23007	1.0	observed	15
23007	1.0	observed	16
23011	1.0	observed	0
23011	1.0	observed	1
23011	1.0	observed	2
23011	1.0	observed	3
23011	1.0	observed	4
23011	1.0	observed	5
23011	1.0	observed	6
23011	1.0	observed	7
23011	1.0	observed	8
23011	1.0	observed	9
23011	2.0	observed	10
23011	2.0	observed	11
23011	2.0	observed	12
23011	2.0	observed	13
23011	2.0	observed	14
23011	3.0	observed	15
23011	3.0	observed	16
23011	3.0	observed	17
23011	4.0	observed	18
23011	4.0	observed	19
23011	4.0	observed	20
23011	4.0	observed	21
23011	4.0	observed	22
23011	4.0	observed	23
23011	5.0	observed	24
23011	5.0	observed	25
23011	5.0	observed	26
23011	6.0	observed	27
23011	6.0	observed	28
23011	6.0	observed	29
23011	6.0	observed	30
23011	6.0	observed	31
23011	6.0	observed	32
23011	6.0	observed	33
23011	6.0	observed	34
23011	8.0	observed	35
23011	8.0	observed	36
23011	8.0	observed	37
23011	8.0	observed	38
23011	8.0	observed	39
